ID	TR02_TYPE	ORG_NAME	SECTOR_ID	ORG_NETWORK_BIT	ORG_PARTICIPANT_BIT	ORG_NB_EMPLOY	ORG_URL	ORG_BHR_URL	ORG_DATE_CREATE	ORG_DATE_MODIFICATION	ORG_DATE_JOINING	ORG_DATE_DELISTED	ORG_ACTIVE	ORG_ISGLOBAL500	TR01_COUNTRY_ID	ORG_STATUS_COP	ORG_COP_ALERT	ORG_UN_SPEC	ORG_PART_MAIL	ORG_30DAYS_TO_COP	ORG_90DAYS_TO_COP	ORG_TODAY_COPDUE	ORG_TODAY_INACT	ORG_30DAYS_TO_INACT	ORG_90DAYS_TO_INACT	ORG_MEMBER_ONEYEAR	ORG_LISTED_STATUS	ORG_LIST_CODE	ORG_LIST_EXCHANGE_CODE	ORG_PARENT_NAME	ORG_PARENT_LIST_CODE	TR11_REASON	ORG_LAST_MODIFIED_BY	ORG_JOIN_LETTER
3083	Company	Gamesa Corporación Tecnológica	12	FALSE	TRUE	7550	http://www.gamesa.es		10/26/2005	1/22/2007	2/2/2005		TRUE	FALSE	ES	2			0	11/16/2009	9/17/2009	12/16/2009	12/16/2010	11/16/2010	9/17/2010	2/2/2006	2	GAM	MCE					
3084	SME	Gandaki Bee Concern	1	FALSE	TRUE	15			10/26/2005		7/15/2003		TRUE	FALSE	NP	1			0	4/23/2009	2/22/2009	5/23/2009	5/23/2010	4/23/2010	2/22/2010	7/14/2004			ZXXZ					
3085	Company	Gap Inc.	29	FALSE	TRUE	152000	http://www.gapinc.com		10/26/2005	11/15/2007	11/27/2003		TRUE	FALSE	US	2			0	12/30/2009	10/31/2009	1/29/2010	1/29/2011	12/30/2010	10/31/2010	11/26/2004	2	GPS	NYSE					
3086	SME	"GAPI, SARL - Sociedade de Promacao de Pequenos Investimentos"	13	FALSE	TRUE	67			8/25/2006	8/25/2006	8/25/2006		TRUE	FALSE	MZ	1			0	7/25/2008	5/26/2008	8/24/2008	8/24/2009	7/25/2009	5/26/2009	8/25/2007			ZXXZ					
3087	SME	Garant Vohitra Environnement	1	FALSE	TRUE	13	http://www.vohitra.com		6/26/2007	9/7/2007	6/26/2007		TRUE	FALSE	MG	1			0	5/26/2009	3/27/2009	6/25/2009	6/25/2010	5/26/2010	3/27/2010	6/25/2008	0		ZXXZ					
3088	NGO Local	Garment Industry Development Corporation- GIDC	101	FALSE	TRUE	0			10/26/2005	4/17/2008	7/29/2003		TRUE	FALSE	US	2			0							7/28/2004	0		ZXXZ	All		0		
3089	Company	Garrigues	11	FALSE	TRUE	1300	http://www.garrigues.com		10/26/2005	2/5/2008	6/24/2002		TRUE	FALSE	ES	2			0	11/23/2009	9/24/2009	12/23/2009	12/23/2010	11/23/2010	9/24/2010	6/24/2003	0		ZXXZ	All		0		
3090	Company	Gartex Industries Lanka (Pvt) Ltd.	29	FALSE	TRUE	1500	http://www.gartex.net		10/26/2005		7/17/2003	7/17/2007	FALSE	FALSE	LK	3			0	6/16/2005	4/17/2005	7/16/2005	7/16/2006	6/16/2006	4/17/2006	7/16/2004			ZXXZ			3		
3091	Company	Gartner Lee Limited	11	FALSE	TRUE	335	http://www.gartnerlee.com		3/24/2007	3/24/2007	3/24/2007		TRUE	FALSE	CA	1			0	2/21/2009	12/23/2008	3/23/2009	3/23/2010	2/21/2010	12/23/2009	3/23/2008			ZXXZ					
3092	Company	"Gas Natural Ban, SA"	12	FALSE	TRUE	606	http://www.gasnaturalban.com.ar		10/26/2005		10/14/2004		TRUE	FALSE	AR	2			0	6/27/2010	4/28/2010	7/27/2010	7/27/2011	6/27/2011	4/28/2011	10/14/2005	2	GBAN	BUE					
3093	SME	Gas Natural Del Centro S.A. Esp	23	FALSE	TRUE	51			6/26/2006	6/26/2006	6/26/2006		TRUE	FALSE	CO	0			0	5/26/2008	3/27/2008	6/25/2008	6/25/2009	5/26/2009	3/27/2009	6/26/2007			ZXXZ					
3094	Company	Gas Natural Mexico	12	FALSE	TRUE	735	http://www.gnm.com.mx		1/20/2006	1/20/2006	1/20/2006		TRUE	FALSE	MX	2			0	7/8/2010	5/9/2010	8/7/2010	8/7/2011	7/8/2011	5/9/2011	1/20/2007	3		ZXXZ					
3095	Company	Gas Natural S.A. ESP	23	FALSE	TRUE	584	http://www.gasnatural.com		10/26/2005		2/11/2005		TRUE	FALSE	CO	2			0	6/29/2010	4/30/2010	7/29/2010	7/29/2011	6/29/2011	4/30/2011	2/11/2006	2	GANO	CLB					
3096	Company	"Gas Natural SDG, S.A."	23	FALSE	TRUE	7010	http://www.gasnatural.es		10/26/2005	11/15/2007	6/24/2002		TRUE	TRUE	ES	2			0	7/29/2009	5/30/2009	8/28/2009	8/28/2010	7/29/2010	5/30/2010	6/24/2003	2	GASNF	PINK					
3097	SME	Gas Trans Boliviano S.A.	23	FALSE	TRUE	68	http://www.gtb.com.bo		11/28/2006	11/28/2006	11/28/2006		TRUE	FALSE	BO	1			0	6/16/2009	4/17/2009	7/16/2009	7/16/2010	6/16/2010	4/17/2010	11/28/2007			ZXXZ					
9726	Company	Gas Transmission Operator GAZ-SYSTEM S.A.	23	FALSE	TRUE	2000	http://www.gaz-system.pl		7/7/2009	7/7/2009	7/7/2009		TRUE	FALSE	PL	2			1	6/7/2011	4/8/2011	7/7/2011	7/6/2012	6/6/2012	4/7/2012	7/7/2010	4		ZXXZ	All		0	87806823	PDF
3098	SME	Gasnor S.A.	23	FALSE	TRUE	200	http://www.gasnor.com		10/26/2005		10/14/2004	10/14/2008	FALSE	FALSE	AR	3			0	9/14/2006	7/16/2006	10/14/2006	10/14/2007	9/14/2007	7/16/2007	10/14/2005			ZXXZ			3		
3099	SME	Gate Elektronik San ve Tic AS	18	FALSE	TRUE	175	http://wwwgateelektronik.com.tr		10/26/2005		10/15/2003	10/15/2007	FALSE	FALSE	TR	0			0	9/14/2005	7/16/2005	10/14/2005	10/14/2006	9/14/2006	7/16/2006	10/14/2004			ZXXZ			3		
3100	Company	Gaz de France	23	FALSE	TRUE	37853	http://www.gazdefrance.com	G/GazdeFrance	10/26/2005	4/29/2009	4/10/2003	4/29/2009	FALSE	FALSE	FR	2			0	6/25/2009	4/26/2009	7/25/2009	7/25/2010	6/25/2010	4/26/2010	4/9/2004	2	GAZ	EPA	This feature was never implemented		2	87806823	
3101	GC Networks	GC Network - Albania	101	FALSE	FALSE	0			1/15/2008	2/22/2008			FALSE	FALSE	AL	2			0								0		ZXXZ	All		0		
3102	GC Networks	GC Network - Argentina	101	TRUE	FALSE	0	http://www.pactoglobal.org.ar/		10/26/2005	7/1/2009	5/17/2004	7/1/2009	FALSE	FALSE	AR	2			0							5/17/2005	0		ZXXZ	This feature was never implemented		0	107016823	
3103	GC Networks	GC Network - Armenia	101	FALSE	FALSE	0	http://www.globalcompact.am/		10/26/2005	7/1/2009	10/26/2005	7/1/2009	FALSE	FALSE	AM	2			0							10/26/2006	0		ZXXZ	This feature was never implemented		0	107016823	
3104	GC Networks	GC Network - Australia	101	FALSE	FALSE	0	http://www.unglobalcompact.at/		3/6/2008	7/1/2009		7/1/2009	FALSE	FALSE	AU	2											0		ZXXZ	This feature was never implemented		0	107016823	
3105	GC Networks	GC Network - Austria	101	FALSE	FALSE	0	http://www.respact.at/		10/26/2005	2/22/2008	8/21/2003		FALSE	FALSE	AT	2			0							8/20/2004	0		ZXXZ	All		0	
3106	GC Networks	GC Network - Azerbaijan	101	FALSE	FALSE	0			4/16/2008	4/16/2008			FALSE	FALSE	AZ	2											0		ZXXZ	All		0	
9324	GC Networks	GC Network - Bahrain	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	BH	2											0		ZXXZ	This feature was never implemented		0	87886823
3107	GC Networks	GC Network - Bangladesh	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	BD	2			0							8/19/2004	0		ZXXZ	All		0	
3108	GC Networks	GC Network - Belarus	101	FALSE	FALSE	0	http://un.by/ru/undp/gcompact/		11/10/2006	7/1/2009	11/10/2006	7/1/2009	FALSE	FALSE	BY	2			0							11/10/2007	0		ZXXZ	This feature was never implemented		0	107016823
3109	GC Networks	GC Network - Bolivia	101	FALSE	FALSE	0	http://www.coborse.org/		10/26/2005	2/22/2008	8/18/2003		FALSE	FALSE	BO	2			0							8/17/2004	0		ZXXZ	All		0	
3110	GC Networks	GC Network - Bosnia-Herzegovina	101	TRUE	FALSE	0			10/26/2005	2/14/2008	5/19/2005		FALSE	FALSE	BA	2			0							5/19/2006	0		ZXXZ	All		0	
3111	GC Networks	GC Network - Brazil	101	TRUE	FALSE	0	http://www.pactoglobal.org.br/		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	BR	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
3112	GC Networks	GC Network - Bulgaria	101	TRUE	FALSE	0	http://www.unglobalcompact.bg/		10/26/2005	7/1/2009	8/14/2003	7/1/2009	FALSE	FALSE	BG	2			0							8/13/2004	0		ZXXZ	This feature was never implemented		0	107016823
3113	GC Networks	GC Network - Cameroon	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	CM	2			0							8/19/2004	0		ZXXZ	All		0	
3114	GC Networks	GC Network - Canada	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/21/2003		FALSE	FALSE	CA	2			0							8/20/2004	0		ZXXZ	All		0	
3115	GC Networks	GC Network - Chile	101	TRUE	FALSE	0	http://www.pactoglobal.cl/		10/26/2005	7/1/2009	8/18/2003	7/1/2009	FALSE	FALSE	CL	2			0							8/17/2004	0		ZXXZ	This feature was never implemented		0	107016823
3116	GC Networks	GC Network - China	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/19/2003		FALSE	FALSE	CN	2			0							8/18/2004	0		ZXXZ	All		0	
3117	GC Networks	GC Network - Colombia	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/21/2003		FALSE	FALSE	CO	2			0							8/20/2004	0		ZXXZ	All		0	
3118	GC Networks	GC Network - Costa Rica	101	FALSE	FALSE	0			10/26/2005	2/13/2008	10/26/2005		FALSE	FALSE	CR	2			0							10/26/2006	0		ZXXZ	All		0	
3119	GC Networks	GC Network - Cote d'Ivoire	101	FALSE	FALSE	0			10/26/2005	2/13/2008	10/26/2005		FALSE	FALSE	CI	2			0							10/26/2006	0		ZXXZ	All		0	
3120	GC Networks	GC Network - Croatia	101	FALSE	FALSE	0	http://www.drustvena-odgovornost.undp.hr/show.jsp		11/10/2006	7/1/2009	11/10/2006	7/1/2009	FALSE	FALSE	HR	2											0		ZXXZ	This feature was never implemented		0	107016823
3121	GC Networks	GC Network - Cyprus	101	FALSE	FALSE	0	http://www.tcungc.org/		11/10/2006	2/22/2008	11/10/2006		FALSE	FALSE	CY	2			0							11/10/2007	0		ZXXZ	All		0	
7895	GC Networks	GC Network - Denmark	101	FALSE	FALSE	0			7/7/2008	7/7/2008			FALSE	FALSE	DK	2											0		ZXXZ	All		0	
3122	GC Networks	GC Network - Dominican Republic	101	FALSE	FALSE	0	http://www.unglobalcompactdr.org/joomla/		10/26/2005	7/1/2009	5/12/2003	7/1/2009	FALSE	FALSE	DO	2			0							5/11/2004	0		ZXXZ	This feature was never implemented		0	107016823
3123	GC Networks	GC Network - Egypt	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/19/2003		FALSE	FALSE	EG	2			0							8/18/2004	0		ZXXZ	All		0	
3124	GC Networks	GC Network - El Salvador	101	TRUE	FALSE	0			10/26/2005	2/14/2008	4/21/2004		FALSE	FALSE	SV	2			0							4/21/2005	0		ZXXZ	All		0	
7893	GC Networks	GC Network - Finland	101	FALSE	FALSE	0			7/7/2008	7/7/2008			FALSE	FALSE	FI	2											0		ZXXZ	All		0	
3125	GC Networks	GC Network - France	101	TRUE	TRUE	0	http://www.institut-entreprise.fr/?id=644		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	FR	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
3126	GC Networks	GC Network - Georgia	101	FALSE	FALSE	0	http://www.globalcompact.ge/		10/26/2005	7/1/2009	10/26/2005	7/1/2009	FALSE	FALSE	GE	2			0							10/26/2006	0		ZXXZ	This feature was never implemented		0	107016823
3127	GC Networks	GC Network - Germany	101	TRUE	FALSE	0	http://www.globalcompact.de		10/26/2005	4/28/2009	8/20/2003	3/24/2009	FALSE	FALSE	DE	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	87886823
3128	GC Networks	GC Network - Ghana	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/19/2003		FALSE	FALSE	GH	2			0							8/18/2004	0		ZXXZ	All		0	
3129	GC Networks	GC Network - Greece	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	GR	2											0		ZXXZ	All		0	
3130	GC Networks	"GC Network - Gulf States (Bahrain,Kuwait,Oman,Qatar,Saudi Arabia,UAE)"	101	FALSE	FALSE	0			6/14/2006	7/14/2009	6/14/2006	7/14/2009	FALSE	FALSE	AE	2			0							6/14/2007	0		ZXXZ	This feature was never implemented		0	87796823
3131	GC Networks	GC Network - Honduras	101	FALSE	FALSE	0			10/26/2005	2/14/2008	4/21/2004		FALSE	FALSE	HN	2			0							4/21/2005	0		ZXXZ	All		0	
3132	GC Networks	GC Network - Hungary	101	FALSE	FALSE	0			10/26/2005	2/14/2008	6/24/2005		FALSE	FALSE	HU	2			0							6/24/2006	0		ZXXZ	All		0	
7891	GC Networks	GC Network - Iceland	101	FALSE	FALSE	0			7/7/2008	7/7/2008			FALSE	FALSE	IS	2											0		ZXXZ	All		0	
3133	GC Networks	GC Network - India	101	TRUE	FALSE	0	http://globalcompactasiapacific.org/india/		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	IN	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
3134	GC Networks	GC Network - Indonesia	101	TRUE	FALSE	0			10/26/2005	2/14/2008	4/29/2004		FALSE	FALSE	ID	2			0							4/29/2005	0		ZXXZ	All		0	
3135	GC Networks	GC Network - Israel	101	FALSE	FALSE	0			2/13/2008	7/14/2009		7/14/2009	FALSE	FALSE	IL	2											0		ZXXZ	This feature was never implemented		0	87796823
3136	GC Networks	GC Network - Italy	101	TRUE	FALSE	0	http://www.globalcompactnetwork.org/		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	IT	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
8633	GC Networks	GC Network - Jamaica	101	FALSE	FALSE	0			11/18/2008	11/18/2008			FALSE	FALSE	JM	2											0		ZXXZ	All		0	
3137	GC Networks	GC Network - Japan	101	TRUE	FALSE	0	http://www.ungcjn.org/index.html		10/26/2005	7/1/2009	8/21/2003	7/1/2009	FALSE	FALSE	JP	2			0							8/20/2004	0		ZXXZ	This feature was never implemented		0	107016823
3138	GC Networks	GC Network - Jordan	101	FALSE	FALSE	0			5/14/2007	5/14/2007			FALSE	FALSE	JO	2													ZXXZ				
3139	GC Networks	GC Network - Kazakhstan	101	FALSE	FALSE	0			11/10/2006	1/17/2008	11/10/2006		FALSE	FALSE	KZ	2			0							11/10/2007	0		ZXXZ			0	
3140	GC Networks	GC Network - Kenya	101	TRUE	FALSE	0	http://www.ke.undp.org/globalcompact.htm		10/26/2005	2/22/2008	8/20/2003		FALSE	FALSE	KE	2			0							8/19/2004	0		ZXXZ	All		0	
3141	GC Networks	GC Network - Kosovo	101	FALSE	FALSE	0			12/17/2007	2/13/2008			FALSE	FALSE	XZ	2											0		ZXXZ	All		0	
9325	GC Networks	GC Network - Kuwait	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	KW	2											0		ZXXZ	This feature was never implemented		0	87886823
3142	GC Networks	GC Network - Latvia	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	LV	2			0							8/19/2004	0		ZXXZ	All		0	
3143	GC Networks	GC Network - Lebanon	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/9/2003		FALSE	FALSE	LB	2			0							8/8/2004	0		ZXXZ	All		0	
3144	GC Networks	GC Network - Lithuania	101	FALSE	FALSE	0	http://www.globalcompact.lt/lt/		10/26/2005	7/1/2009	4/22/2005	7/1/2009	FALSE	FALSE	LT	2			0							4/22/2006	0		ZXXZ	This feature was never implemented		0	107016823
3145	GC Networks	"GC Network - Macedonia, The FYR"	101	TRUE	FALSE	0			10/26/2005	2/20/2008	10/26/2005		FALSE	FALSE	MK	2			0							10/26/2006	0		ZXXZ	All		0	
3146	GC Networks	GC Network - Madagascar	101	TRUE	FALSE	0			10/26/2005	2/14/2008	4/26/2004		FALSE	FALSE	MG	2			0							4/26/2005	0		ZXXZ	All		0	
3147	GC Networks	GC Network - Malawi	101	TRUE	FALSE	0			10/26/2005	2/14/2008	5/17/2004		FALSE	FALSE	MW	2			0							5/17/2005	0		ZXXZ	All		0	
3148	GC Networks	GC Network - Malaysia	101	FALSE	FALSE	0	http://globalcompactasiapacific.org/malaysia/		10/26/2005	7/1/2009	8/21/2003	7/1/2009	FALSE	FALSE	MY	2			0							8/20/2004	0		ZXXZ	This feature was never implemented		0	107016823
3149	GC Networks	GC Network - Mauritius	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/21/2003		FALSE	FALSE	MU	2			0							8/20/2004	0		ZXXZ	All		0	
3150	GC Networks	GC Network - Mexico	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/21/2003		FALSE	FALSE	MX	2			0							8/20/2004	0		ZXXZ	All		0	
3151	GC Networks	GC Network - Moldova	101	FALSE	FALSE	0	http://www.globalcompact.md/		11/10/2006	7/1/2009	11/10/2006	7/1/2009	FALSE	FALSE	MD	2			0							11/10/2007	0		ZXXZ	This feature was never implemented		0	107016823
3152	GC Networks	GC Network - Mongolia	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	MN	2											0		ZXXZ	All		0	
3153	GC Networks	GC Network - Morocco	101	FALSE	FALSE	0	http://www.pactemondialmaroc.org/		6/14/2006	2/20/2008	6/14/2006		FALSE	FALSE	MA	2			0							6/14/2007	0		ZXXZ	All		0	
3154	GC Networks	GC Network - Mozambique	101	FALSE	FALSE	0	http://www.undp.org.mz/		10/26/2005	2/22/2008	8/20/2003		FALSE	FALSE	MZ	2			0							8/19/2004	0		ZXXZ	All		0	
3155	GC Networks	GC Network - Namibia	101	FALSE	FALSE	0			10/26/2005	2/13/2008	10/26/2005		FALSE	FALSE	NA	2			0							10/26/2006	0		ZXXZ	All		0	
3156	GC Networks	GC Network - Nepal	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	NP	2			0							8/19/2004	0		ZXXZ	All		0	
3157	GC Networks	GC Network - Netherlands	101	FALSE	FALSE	0	http://www.vno-ncw.nl/web/show?id=286585		11/10/2006	7/1/2009	11/10/2006	7/1/2009	FALSE	FALSE	NL	2			0							11/10/2007	0		ZXXZ	This feature was never implemented		0	107016823
3158	GC Networks	GC Network - Nigeria	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	NG	2			0							8/19/2004	0		ZXXZ	All		0	
3159	GC Networks	GC Network - Nordic Network	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	DK	2			0							8/19/2004	0		ZXXZ	All		0	
7894	GC Networks	GC Network - Norway	101	FALSE	FALSE	0			7/7/2008	7/7/2008			FALSE	FALSE	NO	2											0		ZXXZ	All		0	
9326	GC Networks	GC Network - Oman	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	OM	2											0		ZXXZ	This feature was never implemented		0	87886823
3160	GC Networks	GC Network - Pakistan	101	FALSE	FALSE	0	http://globalcompactasiapacific.org/pakistan/		10/26/2005	7/1/2009	8/19/2003	7/1/2009	FALSE	FALSE	PK	2			0							8/18/2004	0		ZXXZ	This feature was never implemented		0	107016823
3161	GC Networks	GC Network - Panama	101	TRUE	FALSE	0	http://www.redpactoglobalpanama.org		10/26/2005	5/15/2008	12/8/2003		FALSE	FALSE	PA	2			0							12/7/2004	0		ZXXZ	All		0	
3162	GC Networks	GC Network - Paraguay	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/13/2003		FALSE	FALSE	PY	2			0							8/12/2004	0		ZXXZ	All		0	
3163	GC Networks	GC Network - Peru	101	TRUE	FALSE	0	http://www.pactomundial.confiep.org.pe/		10/26/2005	7/1/2009	4/3/2004	7/1/2009	FALSE	FALSE	PE	2			0							4/3/2005	0		ZXXZ	This feature was never implemented		0	107016823
3164	GC Networks	GC Network - Philippines	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/18/2003		FALSE	FALSE	PH	2			0							8/17/2004	0		ZXXZ	All		0	
3165	GC Networks	GC Network - Poland	101	TRUE	TRUE	0	http://www.globalcompact.org.pl		10/26/2005	2/14/2008	8/18/2003		FALSE	FALSE	PL	2			0							8/17/2004	0		ZXXZ	All		0	
3166	GC Networks	GC Network - Portugal	101	FALSE	FALSE	0			10/26/2005	2/14/2008	10/26/2005		FALSE	FALSE	PT	2			0							10/26/2006	0		ZXXZ	All		0	
9327	GC Networks	GC Network - Qatar	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	QA	2											0		ZXXZ	This feature was never implemented		0	87886823
3167	GC Networks	GC Network - Romania	101	TRUE	FALSE	0			10/26/2005	2/14/2008	10/16/2003		FALSE	FALSE	RO	2			0							10/15/2004	0		ZXXZ	All		0	
3168	GC Networks	GC Network - Russia	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/21/2003		FALSE	FALSE	RU	2			0							8/20/2004	0		ZXXZ	All		0	
9328	GC Networks	GC Network - Saudia Arabia	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	SA	2											0		ZXXZ	This feature was never implemented		0	87886823
3169	GC Networks	GC Network - Senegal	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	SN	2											0		ZXXZ	All		0	
3170	GC Networks	GC Network - Serbia	101	FALSE	FALSE	0	http://www.unglobalcompact.rs/		2/13/2008	7/1/2009		7/1/2009	FALSE	FALSE	SE	2											0		ZXXZ	This feature was never implemented		0	107016823
3171	GC Networks	GC Network - Singapore	101	TRUE	FALSE	0	http://www.csrsingapore.org/		10/26/2005	7/1/2009	8/21/2003	7/1/2009	FALSE	FALSE	SG	2			0							8/20/2004	0		ZXXZ	This feature was never implemented		0	107016823
3172	GC Networks	GC Network - Slovakia	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	SK	2											0		ZXXZ	All		0	
3173	GC Networks	GC Network - Slovenia	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	SI	2											0		ZXXZ	All		0	
3174	GC Networks	GC Network - South Africa	101	TRUE	FALSE	0	http://www.nbi.org.za/		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	ZA	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
3175	GC Networks	GC Network - South Korea	101	TRUE	FALSE	0	http://www.unglobalcompact.kr/		10/26/2005	7/1/2009	8/21/2003	7/1/2009	FALSE	FALSE	KR	2			0							8/20/2004	0		ZXXZ	This feature was never implemented		0	107016823
3176	GC Networks	GC Network - Spain	101	TRUE	FALSE	0	http://www.pactomundial.org/		10/26/2005	7/1/2009	8/18/2003	7/1/2009	FALSE	FALSE	ES	2			0							8/17/2004	0		ZXXZ	This feature was never implemented		0	107016823
3177	GC Networks	GC Network - Sri Lanka	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	LK	2			0							8/19/2004	0		ZXXZ	All		0	
3178	GC Networks	GC Network - Sudan	101	FALSE	FALSE	0			2/13/2008	2/13/2008			FALSE	FALSE	SD	2											0		ZXXZ	All		0	
7892	GC Networks	GC Network - Sweden	101	FALSE	FALSE	0			7/7/2008	7/7/2008			FALSE	FALSE	SW	2											0		ZXXZ	All		0	
3179	GC Networks	GC Network - Switzerland	101	FALSE	FALSE	0	http://www.unglobalcompact.ch/Seiten/default.aspx		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	CH	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
8159	GC Networks	GC Network - Syria	101	FALSE	FALSE	0	http://www.undp.org.sy/		8/27/2008	7/1/2009		7/1/2009	FALSE	FALSE	SY	2											0		ZXXZ	This feature was never implemented		0	107016823
3180	GC Networks	GC Network - Thailand	101	FALSE	FALSE	0			10/26/2005	2/14/2008	8/20/2003		FALSE	FALSE	TH	2			0							8/19/2004	0		ZXXZ	All		0	
3181	GC Networks	GC Network - Tunisia	101	FALSE	FALSE	0			11/10/2006	1/17/2008	11/10/2006		FALSE	FALSE	TN	2			0							11/10/2007	0		ZXXZ			0	
3182	GC Networks	GC Network - Turkey	101	TRUE	FALSE	0	http://www.undp.org.tr/Gozlem2.aspx?WebSayfaNo=1		10/26/2005	2/22/2008	8/21/2003		FALSE	FALSE	TR	2			0							8/20/2004	0		ZXXZ	All		0	
8335	GC Networks	GC Network - Uganda	101	FALSE	FALSE	0			9/22/2008	9/22/2008			FALSE	FALSE	UG	2											0		ZXXZ	All		0	
3183	GC Networks	GC Network - UK	101	TRUE	FALSE	0	http://www.ungc-uk.net/		10/26/2005	7/1/2009	8/20/2003	7/1/2009	FALSE	FALSE	GB	2			0							8/19/2004	0		ZXXZ	This feature was never implemented		0	107016823
3184	GC Networks	GC Network - Ukraine	101	FALSE	FALSE	0	http://www.globalcompact.org.ua/		11/10/2006	7/1/2009	11/10/2006	7/1/2009	FALSE	FALSE	UA	2			0							11/10/2007	0		ZXXZ	This feature was never implemented		0	107016823
9329	GC Networks	GC Network - United Arab Emirates	101	FALSE	FALSE	0			4/16/2009	4/16/2009			FALSE	FALSE	AE	2											0		ZXXZ	This feature was never implemented		0	87886823
7796	GC Networks	GC Network - Uruguay	101	FALSE	FALSE	0			6/24/2008	6/24/2008			FALSE	FALSE	UY	2											0		ZXXZ	All		0	
3185	GC Networks	GC Network - USA	101	TRUE	FALSE	0	http://applications.weatherhead.case.edu/ungc-us/		10/26/2005	7/1/2009	10/26/2005	7/1/2009	FALSE	FALSE	US	2			0							10/26/2006	0		ZXXZ	This feature was never implemented		0	107016823
3186	GC Networks	GC Network - Venezuela	101	FALSE	FALSE	0			10/26/2005	2/14/2008	10/26/2005		FALSE	FALSE	VE	2			0							10/26/2006	0		ZXXZ	All		0		
3187	GC Networks	GC Network - Viet Nam	101	FALSE	FALSE	0	http://globalcompactasiapacific.org/vietnam/		6/18/2007	7/1/2009		7/1/2009	FALSE	FALSE	VN	2											0		ZXXZ	This feature was never implemented		0	107016823	
3188	GC Networks	GC Network - Zambia	101	TRUE	FALSE	0			10/26/2005	2/14/2008	8/19/2003		FALSE	FALSE	ZM	2			0							8/18/2004	0		ZXXZ	All		0		
8973	SME	GCM Resources plc	109	FALSE	TRUE	75	http://www.gcmplc.com		1/28/2009	1/28/2009	1/28/2009		TRUE	FALSE	GB	2			0	12/29/2010	10/30/2010	1/28/2011	1/28/2012	12/29/2011	10/30/2011	1/28/2010	2	GCM	LON	All		0		pdf
3189	SME	GCS Conseils S.A. de C.V.	11	FALSE	TRUE	20	http://www.gcsconseils.com		2/7/2006	2/7/2006	2/7/2006		TRUE	FALSE	MX	0			0	1/8/2008	11/9/2007	2/7/2008	2/6/2009	1/7/2009	11/8/2008	2/7/2007			ZXXZ					
